log_id,api_id,request_time,response_time_ms,status_code,request_method,payload_size_kb,cpu_usage,memory_usage,request_count,error_message,server_region,is_error,performance_category
1522,54,2026-05-07 16:26:41,364.65,204,DELETE,2.243,37.09,38.19,1,No Error,Us-West-2,False,Moderate
1523,222,2026-05-21 16:38:17,169.8,204,GET,4.742,27.77,31.22,1,No Error,Us-East-1,False,Fast
1524,166,2026-05-09 01:02:47,333.44,204,POST,623.147,34.27,21.07,1,No Error,Eu-West-1,False,Moderate
1525,204,2026-05-01 14:59:59,198.45,200,POST,1371.974,35.06,37.83,1,No Error,Us-West-2,False,Fast
1526,162,2026-05-14 04:50:10,53.81,204,DELETE,0.36,11.18,40.08,1,No Error,Us-East-1,False,Fast
1527,64,2026-05-25 01:31:18,344.9,200,GET,6.871,32.7,46.9,1,No Error,Ap-Southeast-1,False,Moderate
1528,76,2026-05-21 01:34:01,67.8,404,DELETE,11.864,8.37,15.73,1,Resource Not Found: Endpoint entity collection does not exist,Eu-West-1,True,Fast
1529,21,2026-05-15 13:24:02,28.38,200,GET,7.98,7.65,35.0,1,No Error,Ap-Southeast-1,False,Fast
1530,147,2026-05-20 01:23:17,161.02,200,PATCH,2150.068,1.45,45.58,1,No Error,Ap-Southeast-1,False,Fast
1531,25,2026-05-11 13:57:29,256.64,204,DELETE,6.636,38.21,52.02,1,No Error,Sa-East-1,False,Moderate
1532,130,2026-05-19 17:48:54,8.89,404,GET,0.721,3.14,19.58,2,Resource Not Found: Endpoint entity collection does not exist,Sa-East-1,True,Fast
1533,147,2026-05-21 06:55:48,130.7,201,POST,1686.024,9.31,26.58,1,No Error,Eu-West-1,False,Fast
1534,228,2026-05-14 01:22:41,99999.99,200,PATCH,1188.085,-99.0,-1.0,2,No Error,Us-East-1,False,Slow
1535,228,2026-05-19 11:00:47,335.99,200,GET,3.927,18.5,16.05,1,No Error,Us-East-1,False,Moderate
1536,154,2026-05-01 13:36:01,32.22,401,POST,3459.435,0.44,22.53,1,Unauthorized: Signature mismatch or expired bearer token,Eu-West-1,True,Fast
1537,73,2026-05-11 14:47:12,309.58,201,POST,3181.154,37.84,41.31,2,No Error,Sa-East-1,False,Moderate
1538,58,2026-05-19 03:27:14,222.99,200,GET,9.064,29.1,28.18,1,No Error,Sa-East-1,False,Moderate
1539,154,2026-05-08 01:13:44,374.66,200,PATCH,543.328,13.49,41.83,1,No Error,Eu-West-1,False,Moderate
1540,186,2026-05-17 07:18:04,195.38,204,PUT,410.438,31.4,34.34,1,No Error,Eu-West-1,False,Fast
1541,146,2026-05-12 17:06:34,365.99,200,POST,3740.315,36.31,51.8,1,No Error,Us-East-1,False,Moderate
1542,177,2026-05-21 13:52:38,350.46,200,PATCH,82.764,8.74,21.11,1,No Error,Ap-Southeast-1,False,Moderate
1543,30,2026-05-07 05:51:32,317.56,204,PUT,1622.863,24.66,34.02,1,No Error,Us-East-1,False,Moderate
1544,72,2026-05-13 09:58:19,399.65,201,PATCH,3184.065,7.5,47.85,1,No Error,Ap-Southeast-1,False,Moderate
1545,189,2026-05-17 02:14:02,76.59,401,PATCH,2663.676,10.62,20.18,1,Unauthorized: Signature mismatch or expired bearer token,Us-West-2,True,Fast
1546,89,2026-05-22 22:47:22,278.12,200,DELETE,10.195,32.34,48.34,1,No Error,Eu-West-1,False,Moderate
1547,138,2026-05-14 19:40:05,178.06,200,PATCH,1532.073,19.69,21.29,1,No Error,Ap-Southeast-1,False,Fast
1548,81,2026-05-16 16:43:30,212.72,201,PATCH,2575.696,11.2,30.09,1,No Error,Us-East-1,False,Moderate
1549,139,2026-05-19 21:46:05,422.66,201,POST,2467.914,26.25,16.71,1,No Error,Us-West-2,False,Moderate
1550,2,2026-05-02 23:15:17,381.46,200,GET,4.053,2.77,39.02,1,No Error,Us-East-1,False,Moderate
1551,228,2026-05-25 07:50:34,305.54,204,POST,3677.68,36.88,24.3,1,No Error,Sa-East-1,False,Moderate
1552,11,2026-05-10 23:33:22,54.72,429,PUT,3899.579,6.07,15.99,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Sa-East-1,True,Fast
1553,198,2026-05-04 18:02:09,83.11,201,PATCH,3257.977,12.32,35.4,1,No Error,Eu-West-1,False,Fast
1554,67,2026-05-14 00:44:26,174.74,200,GET,6.894,13.56,36.57,1,No Error,Us-East-1,False,Fast
1555,6,2026-05-16 22:29:42,109.22,201,GET,11.103,12.8,50.09,1,No Error,Eu-West-1,False,Fast
1556,140,2026-05-25 08:07:38,34.85,204,PATCH,3146.201,36.06,21.33,1,No Error,Us-West-2,False,Fast
1557,112,2026-05-17 06:31:39,251.51,201,GET,9.022,3.36,21.91,1,No Error,Eu-West-1,False,Moderate
1558,181,2026-05-02 02:02:23,218.22,200,PUT,2670.526,4.66,17.94,1,No Error,Us-West-2,False,Moderate
1559,195,2026-05-15 07:10:12,54.86,429,DELETE,2.372,4.3,17.69,5,Rate Limit Exceeded: Threshold of 100 req/sec breached,Sa-East-1,True,Fast
1560,95,2026-05-02 03:15:31,365.11,204,PUT,4090.556,3.25,18.16,1,No Error,Eu-West-1,False,Moderate
1561,140,2026-05-24 10:33:59,350.75,204,POST,3234.436,7.34,33.83,1,No Error,Us-West-2,False,Moderate
1562,201,2026-05-03 20:16:33,164.44,200,GET,11.719,12.5,18.33,1,No Error,Us-West-2,False,Fast
1563,234,2026-05-02 15:04:06,14151.66,504,GET,11.673,96.3,94.01,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Eu-West-1,True,Slow
1564,222,2026-05-03 04:12:47,337.23,200,PUT,3339.216,22.78,14.29,1,No Error,Sa-East-1,False,Moderate
1565,184,2026-05-24 05:48:17,81.34,403,PUT,3359.536,0.56,16.03,1,Forbidden: Client lacks required read/write scopes,Sa-East-1,True,Fast
1566,137,2026-05-18 02:31:06,167.84,200,GET,8.182,23.7,40.01,1,No Error,Sa-East-1,False,Fast
1567,208,2026-05-12 00:58:56,133.06,200,POST,3814.769,35.87,38.64,1,No Error,Sa-East-1,False,Fast
1568,141,2026-05-14 04:16:54,15145.01,504,DELETE,3.704,93.37,90.04,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Eu-West-1,True,Slow
1569,209,2026-05-05 04:53:26,172.24,200,GET,7.398,4.98,13.27,2,No Error,Us-West-2,False,Fast
1570,193,2026-05-07 05:18:22,267.01,200,PUT,457.044,37.37,35.93,1,No Error,Sa-East-1,False,Moderate
1571,198,2026-05-17 08:35:32,5361.34,504,PATCH,347.177,92.97,97.1,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Us-East-1,True,Slow
1572,6,2026-05-18 03:59:04,7697.98,500,DELETE,11.378,93.02,95.95,1,Internal Server Error: NullPointerException in controller execution layer,Sa-East-1,True,Slow
1573,55,2026-05-08 09:02:02,153.2,200,PATCH,864.722,7.59,23.9,1,No Error,Us-West-2,False,Fast
1574,75,2026-05-17 06:43:37,239.76,200,PATCH,2334.861,27.7,36.63,1,No Error,Us-East-1,False,Moderate
1575,55,2026-05-04 10:05:16,68.02,400,PATCH,1431.858,2.7,13.79,1,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
1576,210,2026-05-09 17:16:40,131.27,204,PUT,593.65,21.54,38.51,5,No Error,Us-West-2,False,Fast
1577,20,2026-05-25 07:39:47,265.84,201,PATCH,2326.158,17.0,27.34,1,No Error,Us-East-1,False,Moderate
1578,63,2026-05-02 11:05:16,38.66,400,DELETE,4.455,11.43,22.26,1,Bad Request: Invalid JSON payload structure,Sa-East-1,True,Fast
1579,86,2026-05-10 12:12:47,5582.92,504,DELETE,8.713,90.3,96.86,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Ap-Southeast-1,True,Slow
1580,2,2026-05-11 13:50:22,122.4,204,GET,12.297,3.88,19.81,1,No Error,Sa-East-1,False,Fast
1581,55,2026-05-15 14:17:24,72.34,404,PATCH,2967.634,0.88,20.99,1,Resource Not Found: Endpoint entity collection does not exist,Us-West-2,True,Fast
1582,18,2026-05-24 17:07:53,228.24,200,PATCH,1418.458,4.17,33.85,1,No Error,Us-East-1,False,Moderate
1583,214,2026-05-22 15:39:51,72.34,400,PUT,3161.681,0.48,19.26,1,No Error,Ap-Southeast-1,True,Fast
1584,88,2026-05-12 12:15:45,151.25,204,PUT,2559.204,18.66,40.47,5,No Error,Ap-Southeast-1,False,Fast
1585,227,2026-05-05 00:09:50,54.61,200,DELETE,11.569,12.57,35.53,1,No Error,Sa-East-1,False,Fast
1586,176,2026-05-06 19:09:03,20.41,204,POST,495.565,23.41,19.79,12,No Error,Ap-Southeast-1,False,Fast
1587,56,2026-05-08 14:46:43,184.75,200,POST,905.025,4.35,49.47,1,No Error,Ap-Southeast-1,False,Fast
1588,97,2026-05-12 05:31:44,304.22,200,POST,952.839,3.96,17.4,1,No Error,Eu-West-1,False,Moderate
1589,65,2026-05-22 20:30:10,16.27,201,DELETE,7.172,6.51,36.93,1,No Error,Ap-Southeast-1,False,Fast
1590,52,2026-05-25 08:12:04,108.71,200,GET,2.103,16.98,39.92,1,No Error,Ap-Southeast-1,False,Fast
1591,157,2026-05-14 18:30:19,141.46,204,PATCH,1432.182,36.91,29.34,1,No Error,Sa-East-1,False,Fast
1592,141,2026-05-06 23:42:42,66.81,204,PUT,2148.645,25.88,46.91,1,No Error,Us-East-1,False,Fast
1593,113,2026-05-14 09:55:56,200.385,200,DELETE,11.959,165.4,0.0,1,No Error,Eu-West-1,False,Moderate
1594,29,2026-05-15 08:11:37,128.42,204,GET,5.729,14.08,13.6,1,No Error,Sa-East-1,False,Fast
1595,177,2026-05-01 13:05:43,400.38,201,POST,2992.134,29.58,46.83,1,No Error,Sa-East-1,False,Moderate
1596,38,2026-05-19 06:16:47,20.25,429,PUT,3490.964,5.37,20.08,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-West-2,True,Fast
1597,102,2026-05-05 00:22:12,223.89,200,GET,3.971,3.8,30.92,1,No Error,Eu-West-1,False,Moderate
1598,77,2026-05-24 11:27:57,442.62,201,DELETE,2.732,20.0,20.23,1,No Error,Us-East-1,False,Moderate
1599,64,2026-05-20 06:19:00,13.07,404,PATCH,722.596,11.32,12.37,1,Resource Not Found: Endpoint entity collection does not exist,Us-East-1,True,Fast
1600,235,2026-05-23 13:46:03,344.1,200,DELETE,4.556,13.84,33.31,5,No Error,Ap-Southeast-1,False,Moderate
1601,233,2026-05-18 22:20:01,93.45,204,DELETE,7.782,29.68,38.74,1,No Error,Ap-Southeast-1,False,Fast
1602,72,2026-05-16 01:18:46,20.12,201,DELETE,4.056,7.8,27.0,1,No Error,Us-East-1,False,Fast
1603,249,2026-05-18 09:21:15,148.56,200,PATCH,3335.837,2.74,47.97,1,No Error,Ap-Southeast-1,False,Fast
1604,199,2026-05-25 12:23:11,185.23,200,DELETE,9.043,24.8,36.33,12,No Error,Us-East-1,False,Fast
1605,79,2026-05-11 02:03:08,-1.0,400,GET,1.723,17.42,29.34,1,No Error,Us-East-1,True,Fast
1606,10,2026-05-25 12:38:45,40.16,204,PUT,505.445,1.33,47.93,5,No Error,Us-East-1,False,Fast
1607,182,2026-05-04 02:42:52,99999.99,500,PUT,3584.441,-99.0,0.0,1,CRITICAL_TELEMETRY_DROP_OUT,Us-West-2,True,Slow
1608,248,2026-05-21 09:30:23,440.82,204,PUT,1129.377,14.95,22.88,5,No Error,Sa-East-1,False,Moderate
1609,65,2026-05-16 19:52:55,293.26,201,DELETE,4.678,6.83,13.77,1,No Error,Sa-East-1,False,Moderate
1610,90,2026-05-18 23:46:07,314.23,201,DELETE,1.514,18.27,40.81,1,No Error,Ap-Southeast-1,False,Moderate
1611,219,2026-05-25 22:06:54,280.31,400,POST,1865.06,32.53,62.79,1,No Error,Us-West-2,True,Moderate
1612,213,2026-05-19 21:05:28,135.31,201,PUT,687.731,18.01,32.0,1,No Error,Ap-Southeast-1,False,Fast
1613,246,2026-05-11 01:03:53,30.81,401,GET,1.631,3.84,22.44,12,Unauthorized: Signature mismatch or expired bearer token,Us-East-1,True,Fast
1614,242,2026-05-23 17:17:48,430.88,204,POST,657.732,37.84,29.46,2,No Error,Eu-West-1,False,Moderate
1615,12,2026-05-01 03:08:17,399.22,201,POST,241.132,23.24,48.66,1,No Error,Us-East-1,False,Moderate
1616,218,2026-05-25 14:20:50,63.13,201,PUT,3867.26,17.38,38.91,12,No Error,Ap-Southeast-1,False,Fast
1617,157,2026-05-18 21:56:19,274.66,204,PUT,2133.046,13.37,37.62,1,No Error,Us-East-1,False,Moderate
1618,230,2026-05-15 09:01:20,81.38,200,GET,1.202,23.62,49.99,1,No Error,Us-West-2,False,Fast
1619,54,2026-05-18 14:14:05,16663.27,503,PUT,1929.444,99.49,97.62,1,Service Unavailable: Downstream database connection pool timeout,Eu-West-1,True,Slow
1620,38,2026-05-07 23:07:08,220.56,200,PATCH,1467.364,21.93,17.77,1,No Error,Sa-East-1,False,Moderate
1621,173,2026-05-17 14:37:20,124.33,200,POST,1744.657,22.73,40.55,1,No Error,Ap-Southeast-1,False,Fast
1622,36,2026-05-23 18:23:29,116.96,200,GET,3.37,32.37,41.35,1,No Error,Eu-West-1,False,Fast
1623,46,2026-05-05 15:19:45,415.73,204,PUT,1315.348,24.36,12.52,1,No Error,Eu-West-1,False,Moderate
1624,113,2026-05-10 01:35:26,43.48,429,PUT,2373.454,11.34,24.66,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-East-1,True,Fast
1625,39,2026-05-04 18:20:41,193.69,200,PATCH,2928.122,34.27,36.8,1,No Error,Sa-East-1,False,Fast
1626,44,2026-05-12 21:01:23,130.45,201,PUT,2769.933,20.97,45.2,1,No Error,Sa-East-1,False,Fast
1627,247,2026-05-19 03:38:53,135.15,201,DELETE,10.305,35.92,27.14,1,No Error,Sa-East-1,False,Fast
1628,173,2026-05-01 06:59:14,41.16,400,POST,3134.153,4.87,29.7,1,Bad Request: Invalid JSON payload structure,Us-West-2,True,Fast
1629,4,2026-05-24 18:21:06,92.46,429,POST,1474.327,1.26,26.31,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Ap-Southeast-1,True,Fast
1630,4,2026-05-16 15:06:14,349.04,200,GET,2.053,3.13,36.35,1,No Error,Us-West-2,False,Moderate
1631,216,2026-05-16 18:44:56,348.71,201,DELETE,10.607,18.99,23.68,1,No Error,Ap-Southeast-1,False,Moderate
1632,58,2026-05-21 23:10:23,363.4,201,PATCH,3199.505,36.79,49.23,1,No Error,Us-West-2,False,Moderate
1633,110,2026-05-19 02:51:48,286.26,201,GET,10.081,21.19,32.5,1,No Error,Us-East-1,False,Moderate
1634,130,2026-05-18 00:25:54,57.51,200,DELETE,7.581,17.46,49.55,1,No Error,Us-East-1,False,Fast
1635,158,2026-05-23 15:59:34,140.51,200,PUT,3380.173,6.1,34.33,2,No Error,Ap-Southeast-1,False,Fast
1636,45,2026-05-06 09:01:50,396.12,201,PUT,1738.31,18.52,45.05,1,No Error,Us-East-1,False,Moderate
1637,89,2026-05-06 07:21:57,52.43,204,DELETE,6.716,26.08,28.09,1,No Error,Sa-East-1,False,Fast
1638,39,2026-05-24 18:28:03,45.03,201,GET,12.169,7.31,47.3,1,No Error,Us-East-1,False,Fast
1639,9,2026-05-20 12:01:36,229.04,201,PATCH,3070.359,37.45,43.2,2,No Error,Ap-Southeast-1,False,Moderate
1640,233,2026-05-24 22:28:45,271.4,200,GET,3.212,12.98,36.37,1,No Error,Sa-East-1,False,Moderate
1641,191,2026-05-12 05:32:19,256.61,201,PUT,3163.662,37.53,43.0,1,No Error,Us-West-2,False,Moderate
1642,120,2026-05-16 14:20:31,265.74,200,GET,11.113,7.9,35.51,5,No Error,Eu-West-1,False,Moderate
1643,206,2026-05-09 04:24:10,85.63,204,PATCH,3971.769,3.1,41.5,1,No Error,Us-West-2,False,Fast
1644,77,2026-05-06 06:16:05,155.43,200,PUT,1575.29,30.16,29.97,1,No Error,Sa-East-1,False,Fast
1645,57,2026-05-17 02:55:35,47.55,200,PATCH,1422.716,19.99,32.01,1,No Error,Us-West-2,False,Fast
1646,154,2026-05-25 12:38:44,350.63,201,GET,3.789,15.78,21.43,1,No Error,Us-West-2,False,Moderate
1647,106,2026-05-02 09:51:33,102.99,200,GET,10.623,10.83,46.57,1,No Error,Eu-West-1,False,Fast
1648,215,2026-05-12 11:02:49,94.28,200,DELETE,5.791,25.44,21.45,1,No Error,Sa-East-1,False,Fast
1649,146,2026-05-23 08:18:59,230.05,204,GET,1.26,37.87,33.06,1,No Error,Ap-Southeast-1,False,Moderate
1650,104,2026-05-08 12:59:18,414.25,204,POST,949.909,20.51,48.91,1,No Error,Ap-Southeast-1,False,Moderate
1651,183,2026-05-22 14:11:28,70.77,400,POST,3459.152,5.1,11.34,1,No Error,Us-East-1,True,Fast
1652,230,2026-05-12 03:10:16,154.15,201,GET,6.335,8.63,45.03,1,No Error,Ap-Southeast-1,False,Fast
1653,139,2026-05-21 05:10:52,71.67,429,PATCH,2061.199,5.37,11.24,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Eu-West-1,True,Fast
1654,73,2026-05-10 10:03:42,350.31,204,DELETE,2.913,35.31,26.74,2,No Error,Us-East-1,False,Moderate
1655,127,2026-05-20 07:18:44,150.67,200,PUT,4036.064,24.02,49.6,1,No Error,Us-East-1,False,Fast
1656,86,2026-05-09 20:26:30,279.52,200,PATCH,1627.847,33.98,18.33,1,No Error,Eu-West-1,False,Moderate
1657,91,2026-05-20 04:23:33,63.75,200,PUT,2727.527,11.41,28.39,1,No Error,Us-East-1,False,Fast
1658,59,2026-05-20 06:01:57,244.44,201,POST,3312.643,25.6,48.54,1,No Error,Ap-Southeast-1,False,Moderate
1659,162,2026-05-23 00:10:20,180.16,201,PUT,2718.803,37.84,51.36,1,No Error,Us-East-1,False,Fast
1660,140,2026-05-14 23:37:11,354.22,200,PUT,88.775,4.49,17.04,1,No Error,Us-East-1,False,Moderate
1661,32,2026-05-23 14:29:34,200.385,200,GET,3.733,-99.0,29.34,1,No Error,Us-East-1,False,Moderate
1662,179,2026-05-20 14:54:22,366.76,204,PUT,2179.908,4.4,38.04,1,No Error,Us-East-1,False,Moderate
1663,166,2026-05-12 23:47:59,182.34,200,PUT,2801.573,2.93,39.09,1,No Error,Us-West-2,False,Fast
1664,30,2026-05-03 20:29:30,324.33,204,PATCH,1816.507,33.01,13.98,1,No Error,Us-West-2,False,Moderate
1665,180,2026-05-24 04:57:41,102.08,200,PUT,3298.486,2.15,22.69,1,No Error,Ap-Southeast-1,False,Fast
1666,209,2026-05-10 16:57:41,51.22,404,PATCH,395.585,11.92,22.86,1,Resource Not Found: Endpoint entity collection does not exist,Eu-West-1,True,Fast
1667,70,2026-05-05 03:52:16,413.72,200,POST,2916.016,5.81,28.5,1,No Error,Eu-West-1,False,Moderate
1668,135,2026-05-20 19:53:24,255.73,204,DELETE,5.16,2.0,33.48,1,No Error,Sa-East-1,False,Moderate
1669,122,2026-05-17 14:53:50,312.23,200,DELETE,7.582,0.9,19.7,1,No Error,Sa-East-1,False,Moderate
1670,177,2026-05-20 17:21:17,58.7,400,GET,11.031,1.76,9.44,5,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
1671,156,2026-05-01 09:11:22,48.05,200,POST,1265.702,36.63,20.29,2,No Error,Ap-Southeast-1,False,Fast
1672,21,2026-05-01 13:02:11,303.38,201,PATCH,3006.767,28.26,14.43,1,No Error,Ap-Southeast-1,False,Moderate
1673,190,2026-05-01 04:11:17,73.63,200,POST,3111.883,22.17,27.68,1,No Error,Us-East-1,False,Fast
1674,140,2026-05-20 06:58:03,386.67,200,PATCH,1575.01,37.08,38.41,1,No Error,Sa-East-1,False,Moderate
1675,237,2026-05-24 22:24:34,350.81,201,GET,0.817,31.22,19.57,1,No Error,Us-West-2,False,Moderate
1676,66,2026-05-16 05:55:16,16.4,400,GET,2.531,6.66,14.51,1,No Error,Us-West-2,True,Fast
1677,62,2026-05-17 03:44:48,327.94,201,GET,10.218,14.03,40.98,1,No Error,Us-East-1,False,Moderate
1678,205,2026-05-20 20:17:08,372.0,200,DELETE,4.43,9.35,24.63,2,No Error,Us-East-1,False,Moderate
1679,143,2026-05-02 15:28:37,89.55,200,GET,0.531,32.87,38.93,1,No Error,Us-West-2,False,Fast
1680,218,2026-05-20 12:11:03,94.2,201,PUT,1049.12,38.34,23.04,5,No Error,Us-East-1,False,Fast
1681,54,2026-05-12 10:05:41,314.28,201,PATCH,67.238,18.24,43.98,1,No Error,Ap-Southeast-1,False,Moderate
1682,237,2026-05-13 19:35:10,208.46,201,POST,206.316,11.85,48.43,1,No Error,Ap-Southeast-1,False,Moderate
1683,30,2026-05-01 05:17:39,12.11,500,GET,5.516,7.09,24.48,1,    CRITICAL_TELEMETRY_DROP_OUT,Us-East-1,True,Fast
1684,210,2026-05-25 21:12:37,299.17,200,POST,498.419,17.37,40.43,1,No Error,Us-West-2,False,Moderate
1685,233,2026-05-14 01:57:53,213.29,204,DELETE,8.328,17.94,42.74,1,No Error,Eu-West-1,False,Moderate
1686,203,2026-05-22 10:16:29,258.08,201,GET,5.459,34.6,33.82,1,No Error,Eu-West-1,False,Moderate
1687,224,2026-05-23 01:10:05,333.13,200,PATCH,2135.215,17.66,24.44,1,No Error,Sa-East-1,False,Moderate
1688,12,2026-05-05 03:25:52,99999.99,200,PUT,2885.285,17.42,-1.0,1,No Error,Sa-East-1,False,Slow
1689,193,2026-05-08 17:39:27,18.74,400,PUT,1319.604,8.91,22.18,2,Bad Request: Invalid JSON payload structure,Us-East-1,True,Fast
1690,136,2026-05-03 17:50:33,108.4,204,PATCH,2475.568,14.27,23.76,2,No Error,Eu-West-1,False,Fast
1691,47,2026-05-03 11:53:07,209.35,200,PATCH,3903.567,30.82,45.9,2,No Error,Eu-West-1,False,Moderate
1692,59,2026-05-15 13:22:09,389.08,200,PATCH,675.952,31.3,14.41,12,No Error,Eu-West-1,False,Moderate
1693,154,2026-05-03 01:57:40,49.63,403,PATCH,3137.208,5.59,26.93,1,Forbidden: Client lacks required read/write scopes,Sa-East-1,True,Fast
1694,172,2026-05-04 08:25:42,165.24,200,POST,6.694,28.95,30.65,1,No Error,Us-East-1,False,Fast
1695,186,2026-05-11 09:57:41,316.35,204,GET,2.837,6.78,49.62,1,No Error,Us-East-1,False,Moderate
1696,177,2026-05-11 02:06:53,52.26,200,GET,7.416,3.31,19.56,1,No Error,Us-West-2,False,Fast
1697,247,2026-05-21 13:22:52,302.5,204,PUT,1826.585,33.59,12.27,1,No Error,Us-West-2,False,Moderate
1698,108,2026-05-19 09:01:53,226.67,200,DELETE,2.95,22.73,17.09,1,No Error,Us-East-1,False,Moderate
1699,13,2026-05-22 00:15:24,23.03,400,DELETE,2.345,9.44,15.41,1,No Error,Us-East-1,True,Fast
1700,173,2026-05-15 23:36:06,397.62,201,GET,6.349,23.35,29.62,1,No Error,Us-West-2,False,Moderate
1701,32,2026-05-04 21:51:23,406.17,200,GET,11.347,32.32,24.62,1,No Error,Sa-East-1,False,Moderate
1702,88,2026-05-09 02:45:30,244.06,204,PUT,2110.25,23.08,32.5,1,No Error,Sa-East-1,False,Moderate
1703,188,2026-05-07 04:58:16,242.01,204,DELETE,10.305,9.15,43.26,1,No Error,Us-West-2,False,Moderate
1704,64,2026-05-07 17:47:50,19380.68,503,POST,2633.327,98.78,89.73,1,Service Unavailable: Downstream database connection pool timeout,Us-East-1,True,Slow
1705,241,2026-05-20 04:16:28,53.1,201,POST,1310.495,3.72,41.87,1,No Error,Us-East-1,False,Fast
1706,37,2026-05-05 06:03:33,280.98,200,PATCH,717.455,38.12,41.2,1,No Error,Ap-Southeast-1,False,Moderate
1707,243,2026-05-01 15:00:58,14.61,401,DELETE,9.926,4.59,25.5,1,Unauthorized: Signature mismatch or expired bearer token,Ap-Southeast-1,True,Fast
1708,50,2026-05-19 03:12:52,21.67,201,POST,2818.229,6.56,14.17,1,No Error,Ap-Southeast-1,False,Fast
1709,42,2026-05-21 19:30:21,153.12,200,POST,131.135,9.91,48.05,1,No Error,Eu-West-1,False,Fast
1710,230,2026-05-14 19:38:21,18.48,204,DELETE,7.966,1.55,39.28,1,No Error,Eu-West-1,False,Fast
1711,171,2026-05-20 14:11:11,243.26,201,POST,1388.622,18.25,19.26,1,No Error,Sa-East-1,False,Moderate
1712,160,2026-05-17 23:29:53,92.85,200,DELETE,2.521,31.77,42.58,1,No Error,Eu-West-1,False,Fast
1713,16,2026-05-20 03:45:01,77.89,429,POST,1058.7,4.49,22.1,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Eu-West-1,True,Fast
1714,67,2026-05-08 02:44:45,68.79,401,GET,11.551,11.8,14.86,1,Unauthorized: Signature mismatch or expired bearer token,Sa-East-1,True,Fast
1715,58,2026-05-24 06:40:09,97.14,200,GET,3.23,16.78,44.14,1,No Error,Sa-East-1,False,Fast
1716,223,2026-05-15 09:19:41,65.12,400,POST,1612.717,11.5,20.65,1,Bad Request: Invalid JSON payload structure,Ap-Southeast-1,True,Fast
1717,187,2026-05-25 00:38:17,331.04,200,PATCH,2591.677,1.84,32.26,1,No Error,Eu-West-1,False,Moderate
1718,98,2026-05-22 18:11:21,362.09,200,GET,0.512,29.94,43.16,1,No Error,Ap-Southeast-1,False,Moderate
1719,219,2026-05-06 11:58:22,216.35,200,PATCH,3579.456,16.73,48.33,1,No Error,Eu-West-1,False,Moderate
1720,186,2026-05-19 22:31:11,75.52,201,PUT,1213.705,15.51,40.92,1,No Error,Eu-West-1,False,Fast
1721,173,2026-05-19 12:28:09,60.35,500,GET,10.536,7.84,19.93,1,    CRITICAL_TELEMETRY_DROP_OUT,Us-West-2,True,Fast
1722,80,2026-05-05 06:14:59,34.84,400,POST,2504.778,3.48,12.2,1,Bad Request: Invalid JSON payload structure,Us-West-2,True,Fast
1723,120,2026-05-11 12:30:14,91.51,404,PUT,429.035,5.06,27.26,1,Resource Not Found: Endpoint entity collection does not exist,Us-West-2,True,Fast
